152.184924	53.182577
172.536708	49.051927
174.935659	49.066714
177.670143	54.436440
159.810729	51.775870
174.122078	49.047598
166.147510	49.470794
163.898846	51.869617
174.622508	52.461079
178.557195	52.506318
152.288187	53.600488
171.260132	52.499412
157.047793	51.889775
161.966867	53.571635
158.043733	55.088294
174.975399	52.040040
179.861214	51.639214
169.492529	53.557713
171.118585	51.239162
177.969096	49.775380
170.629576	51.840268
167.050618	52.367896
161.425426	52.218690
169.037385	50.322872
160.896859	51.104588
162.228583	50.980768
161.060992	53.432582
164.051963	51.803799
165.102415	52.974106
177.316073	52.897773
156.192931	51.711249
160.158110	49.028802
167.223769	52.544407
164.607973	53.055924
157.866570	50.871105
167.387804	51.974624
176.349831	51.337504
151.828507	54.552002
163.226294	51.954146
152.527740	52.305877
166.897128	50.428285
166.179317	50.896944
173.041737	49.965156
156.992708	53.092878
167.620852	52.910780
163.769216	50.757572
175.829446	56.331466
169.825083	53.378703
160.616375	52.608684
160.415589	54.874276
157.611543	48.316469
178.575844	51.863405
158.946030	51.962980
154.752182	52.299904
160.838912	50.442528
172.248873	52.794050
171.177000	48.674322
171.026765	52.161125
150.186774	52.658364
161.230368	51.938510
177.044869	52.546464
159.550345	50.854454
167.912488	52.824286
158.933855	51.438044
153.750431	49.511262
161.650670	51.534657
174.530632	51.070085
179.435271	50.463113
175.859695	52.757498
152.514626	52.060710
160.131360	51.617905
157.083875	51.178396
159.534162	54.514891
179.533452	53.759504
166.447527	51.716408
172.477538	52.129859
175.255552	54.268840
155.006691	54.689906
177.092928	53.653931
153.153724	51.511229
172.352793	51.125778
171.881158	53.127381
171.524088	50.704399
154.002953	50.393687
163.373670	51.467145
165.263617	53.433819
165.914709	52.238922
175.791511	52.367413
170.331747	53.687125
174.175148	52.351942
165.937286	50.292156
178.676875	53.263140
152.000308	52.714513
166.245541	51.867415
158.449810	51.380447
164.427010	51.183125
170.545913	51.963990
156.247752	50.799230
168.244830	51.231714
159.785285	49.769987
