155.000000	48.222037
155.000000	47.960156
155.000000	49.866478
155.000000	51.182450
155.000000	50.553227
155.000000	50.570235
155.000000	50.014316
155.000000	49.819892
155.000000	50.124983
155.000000	47.905242
155.000000	50.249804
155.000000	47.202174
155.000000	49.928160
155.000000	47.751381
155.000000	47.544258
155.000000	48.319734
155.000000	47.045939
155.000000	49.023962
155.000000	50.665989
155.000000	48.625939
155.000000	49.743552
155.000000	49.243056
155.000000	50.817731
155.000000	48.762527
155.000000	49.439457
160.000000	54.201572
160.000000	52.219351
160.000000	49.099235
160.000000	52.179688
160.000000	49.113660
160.000000	50.514860
160.000000	50.934050
160.000000	51.805005
160.000000	49.904107
160.000000	51.306787
160.000000	53.154605
160.000000	47.641773
160.000000	48.884878
160.000000	52.292411
160.000000	50.059077
160.000000	50.442733
160.000000	51.885902
160.000000	53.834592
160.000000	48.547157
160.000000	49.136514
160.000000	50.383750
160.000000	50.500766
160.000000	50.660283
160.000000	50.031303
160.000000	52.329470
170.000000	52.135658
170.000000	53.805965
170.000000	54.984621
170.000000	54.062799
170.000000	52.566811
170.000000	53.680832
170.000000	53.023906
170.000000	52.600474
170.000000	55.529731
170.000000	53.203499
170.000000	52.632997
170.000000	52.366046
170.000000	53.681798
170.000000	51.256238
170.000000	51.030762
170.000000	53.789346
170.000000	51.565346
170.000000	52.900227
170.000000	54.663105
170.000000	54.883225
170.000000	55.816804
170.000000	51.985657
170.000000	54.785060
170.000000	53.987930
170.000000	55.378658
